loan_id,origination_date,year,month,quarter,tranche,vehicle_type,credit_band,fico_score,original_balance,term_months,annual_rate,monthly_payment,charged_off,charge_off_month,charge_off_balance,recovery,deficiency_paid,net_loss
AL002166,2007-06-01,2007,6,2,2007-Q2,New,Prime,698,23100.0,36,0.0715,714.85,False,,,,False,0.0
AL002167,2007-06-01,2007,6,2,2007-Q2,New,Near Prime,644,29300.0,48,0.089,727.74,False,,,,False,0.0
AL002168,2007-06-01,2007,6,2,2007-Q2,New,Prime,712,26900.0,48,0.0695,643.53,False,,,,False,0.0
AL002169,2007-06-01,2007,6,2,2007-Q2,New,Near Prime,670,34000.0,48,0.1006,863.31,False,,,,False,0.0
AL002170,2007-06-01,2007,6,2,2007-Q2,New,Prime,680,30200.0,48,0.0733,727.81,False,,,,False,0.0
AL002171,2007-06-01,2007,6,2,2007-Q2,New,Prime,701,26400.0,60,0.0749,528.88,False,,,,False,0.0
AL002172,2007-06-01,2007,6,2,2007-Q2,New,Near Prime,672,25200.0,48,0.0987,637.56,False,,,,False,0.0
AL002173,2007-06-01,2007,6,2,2007-Q2,New,Subprime,628,33400.0,60,0.1363,770.77,False,,,,False,0.0
AL002174,2007-06-01,2007,6,2,2007-Q2,New,Prime,714,30800.0,48,0.0801,752.06,False,,,,False,0.0
AL002175,2007-06-01,2007,6,2,2007-Q2,New,Subprime,624,22300.0,48,0.1373,606.36,False,,,,False,0.0
AL002176,2007-06-01,2007,6,2,2007-Q2,New,Prime,692,21100.0,48,0.0753,510.47,False,,,,False,0.0
AL002177,2007-06-01,2007,6,2,2007-Q2,New,Subprime,623,29400.0,36,0.1381,1002.11,False,,,,False,0.0
AL002178,2007-06-01,2007,6,2,2007-Q2,New,Subprime,624,25900.0,48,0.1181,679.63,False,,,,False,0.0
AL002179,2007-06-01,2007,6,2,2007-Q2,New,Near Prime,674,26200.0,60,0.101,557.96,False,,,,False,0.0
AL002180,2007-06-01,2007,6,2,2007-Q2,New,Super Prime,754,38600.0,60,0.074,771.63,False,,,,False,0.0
AL002181,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,731,15000.0,48,0.0593,351.79,False,,,,False,0.0
AL002182,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,798,14000.0,48,0.0645,331.69,False,,,,False,0.0
AL002183,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,669,10500.0,60,0.0984,222.27,False,,,,False,0.0
AL002184,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,637,11600.0,48,0.134,313.51,False,,,,False,0.0
AL002185,2007-06-01,2007,6,2,2007-Q2,Used,Prime,716,10800.0,48,0.0767,261.99,False,,,,False,0.0
AL002186,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,755,9300.0,48,0.0542,215.95,False,,,,False,0.0
AL002187,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,640,11300.0,48,0.0949,283.84,False,,,,False,0.0
AL002188,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,674,13100.0,48,0.0951,329.18,False,,,,False,0.0
AL002189,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,632,17000.0,60,0.1341,390.38,False,,,,False,0.0
AL002190,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,663,11000.0,48,0.0993,278.62,False,,,,False,0.0
AL002191,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,809,11400.0,48,0.0622,268.88,False,,,,False,0.0
AL002192,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,836,13400.0,48,0.0561,312.31,False,,,,False,0.0
AL002193,2007-06-01,2007,6,2,2007-Q2,Used,Prime,683,13300.0,48,0.0788,323.94,False,,,,False,0.0
AL002194,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,648,17400.0,36,0.0969,558.92,False,,,,False,0.0
AL002195,2007-06-01,2007,6,2,2007-Q2,Used,Prime,708,10400.0,36,0.082,326.86,False,,,,False,0.0
AL002196,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,763,11000.0,48,0.0512,253.92,False,,,,False,0.0
AL002197,2007-06-01,2007,6,2,2007-Q2,Used,Prime,698,7600.0,48,0.0758,184.04,False,,,,False,0.0
AL002198,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,664,16500.0,36,0.0991,531.71,False,,,,False,0.0
AL002199,2007-06-01,2007,6,2,2007-Q2,Used,Prime,698,15100.0,48,0.0729,363.62,False,,,,False,0.0
AL002200,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,651,14800.0,48,0.0968,373.1,False,,,,False,0.0
AL002201,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,660,9400.0,60,0.0909,195.54,True,9.0,8378.55,3825.09,False,4553.46
AL002202,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,613,11700.0,48,0.1372,318.08,False,,,,False,0.0
AL002203,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,736,14700.0,48,0.0583,344.09,False,,,,False,0.0
AL002204,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,631,11700.0,60,0.1397,272.06,False,,,,False,0.0
AL002205,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,670,13000.0,48,0.093,325.36,False,,,,False,0.0
AL002206,2007-06-01,2007,6,2,2007-Q2,Used,Prime,713,8700.0,36,0.0817,273.31,False,,,,False,0.0
AL002207,2007-06-01,2007,6,2,2007-Q2,Used,Prime,711,5800.0,48,0.0794,141.43,False,,,,False,0.0
AL002208,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,648,14600.0,48,0.0952,366.94,False,,,,False,0.0
AL002209,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,645,15000.0,48,0.0912,374.13,False,,,,False,0.0
AL002210,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,825,16900.0,48,0.0566,394.27,False,,,,False,0.0
AL002211,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,762,17500.0,48,0.0576,409.07,False,,,,False,0.0
AL002212,2007-06-01,2007,6,2,2007-Q2,Used,Prime,712,14400.0,36,0.0728,446.48,False,,,,False,0.0
AL002213,2007-06-01,2007,6,2,2007-Q2,Used,Prime,697,5000.0,48,0.0794,121.92,False,,,,False,0.0
AL002214,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,651,13600.0,36,0.0957,436.09,False,,,,False,0.0
AL002215,2007-06-01,2007,6,2,2007-Q2,Used,Prime,692,17400.0,48,0.0754,421.04,False,,,,False,0.0
AL002216,2007-06-01,2007,6,2,2007-Q2,Used,Prime,711,7500.0,60,0.0806,152.29,False,,,,False,0.0
AL002217,2007-06-01,2007,6,2,2007-Q2,Used,Prime,710,16200.0,48,0.0673,385.9,False,,,,False,0.0
AL002218,2007-06-01,2007,6,2,2007-Q2,Used,Prime,704,14000.0,48,0.0695,334.92,False,,,,False,0.0
AL002219,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,627,15600.0,60,0.1396,362.66,False,,,,False,0.0
AL002220,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,673,11500.0,48,0.1045,294.16,False,,,,False,0.0
AL002221,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,613,17300.0,36,0.1367,588.5,False,,,,False,0.0
AL002222,2007-06-01,2007,6,2,2007-Q2,Used,Prime,683,13000.0,48,0.0764,315.18,False,,,,False,0.0
AL002223,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,752,14000.0,48,0.0632,330.85,False,,,,False,0.0
AL002224,2007-06-01,2007,6,2,2007-Q2,Used,Prime,688,15400.0,36,0.0835,485.07,False,,,,False,0.0
AL002225,2007-06-01,2007,6,2,2007-Q2,Used,Prime,684,11800.0,48,0.0671,280.98,False,,,,False,0.0
AL002226,2007-06-01,2007,6,2,2007-Q2,Used,Prime,712,21200.0,36,0.0701,654.69,False,,,,False,0.0
AL002227,2007-06-01,2007,6,2,2007-Q2,Used,Prime,703,19100.0,48,0.0765,463.16,False,,,,False,0.0
AL002228,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,599,11500.0,48,0.1373,312.7,True,28.0,5808.0,2873.74,False,2934.26
AL002229,2007-06-01,2007,6,2,2007-Q2,Used,Prime,714,14000.0,48,0.0742,337.98,False,,,,False,0.0
AL002230,2007-06-01,2007,6,2,2007-Q2,Used,Prime,710,13000.0,60,0.0708,257.91,False,,,,False,0.0
AL002231,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,648,17500.0,36,0.0993,564.1,False,,,,False,0.0
AL002232,2007-06-01,2007,6,2,2007-Q2,Used,Prime,690,12700.0,48,0.0677,302.76,False,,,,False,0.0
AL002233,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,638,14900.0,36,0.1398,509.1,False,,,,False,0.0
AL002234,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,597,17800.0,48,0.1353,482.23,True,19.0,12216.32,5687.0,False,6529.32
AL002235,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,620,14900.0,36,0.1311,502.83,False,,,,False,0.0
AL002236,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,750,5000.0,48,0.0552,116.33,False,,,,False,0.0
AL002237,2007-06-01,2007,6,2,2007-Q2,Used,Prime,717,14100.0,48,0.0728,339.48,False,,,,False,0.0
AL002238,2007-06-01,2007,6,2,2007-Q2,Used,Prime,690,14900.0,48,0.0711,357.56,False,,,,False,0.0
AL002239,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,833,15400.0,36,0.0502,461.69,False,,,,False,0.0
AL002240,2007-06-01,2007,6,2,2007-Q2,Used,Prime,717,12900.0,48,0.0695,308.61,False,,,,False,0.0
AL002241,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,677,15800.0,36,0.0939,505.31,False,,,,False,0.0
AL002242,2007-06-01,2007,6,2,2007-Q2,Used,Prime,697,18600.0,48,0.078,452.34,False,,,,False,0.0
AL002243,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,655,12800.0,48,0.0991,324.09,False,,,,False,0.0
AL002244,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,784,17900.0,48,0.0616,421.7,False,,,,False,0.0
AL002245,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,646,12900.0,48,0.0959,324.64,True,10.0,10841.1,5768.09,False,5073.01
AL002246,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,639,5100.0,48,0.1309,137.05,False,,,,False,0.0
AL002247,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,623,16700.0,48,0.1344,451.67,False,,,,False,0.0
AL002248,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,650,10200.0,48,0.0952,256.35,False,,,,False,0.0
AL002249,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,652,12700.0,36,0.1034,411.82,False,,,,False,0.0
AL002250,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,749,16700.0,48,0.0656,396.5,False,,,,False,0.0
AL002251,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,816,8900.0,48,0.0455,203.15,False,,,,False,0.0
AL002252,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,789,13600.0,36,0.0589,413.06,False,,,,False,0.0
AL002253,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,816,11000.0,48,0.0615,259.09,False,,,,False,0.0
AL002254,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,818,17500.0,48,0.0597,410.75,False,,,,False,0.0
AL002255,2007-06-01,2007,6,2,2007-Q2,Used,Prime,694,13200.0,48,0.0701,316.15,True,10.0,10997.66,5005.53,False,5992.13
AL002256,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,655,12400.0,60,0.0924,258.85,False,,,,False,0.0
AL002257,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,610,14700.0,48,0.1386,400.67,True,14.0,11481.46,5233.41,False,6248.05
AL002258,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,668,11100.0,48,0.1001,281.58,False,,,,False,0.0
AL002259,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,666,11000.0,48,0.0951,276.41,False,,,,False,0.0
AL002260,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,785,11300.0,36,0.058,342.74,False,,,,False,0.0
AL002261,2007-06-01,2007,6,2,2007-Q2,Used,Prime,682,14100.0,48,0.0794,343.83,False,,,,False,0.0
AL002262,2007-06-01,2007,6,2,2007-Q2,Used,Prime,693,17300.0,48,0.0764,419.43,False,,,,False,0.0
AL002263,2007-06-01,2007,6,2,2007-Q2,Used,Prime,698,18000.0,60,0.0736,359.49,False,,,,False,0.0
AL002264,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,658,13400.0,48,0.0946,336.39,False,,,,False,0.0
AL002265,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,731,13600.0,60,0.0611,263.62,False,,,,False,0.0
AL002266,2007-06-01,2007,6,2,2007-Q2,Used,Prime,698,16400.0,36,0.0767,511.42,False,,,,False,0.0
AL002267,2007-06-01,2007,6,2,2007-Q2,Used,Prime,718,9100.0,36,0.0822,286.09,False,,,,False,0.0
AL002268,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,641,12800.0,36,0.0881,405.91,False,,,,False,0.0
AL002269,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,671,5100.0,48,0.0879,126.41,False,,,,False,0.0
AL002270,2007-06-01,2007,6,2,2007-Q2,Used,Prime,697,16200.0,60,0.0824,330.34,False,,,,False,0.0
AL002271,2007-06-01,2007,6,2,2007-Q2,Used,Prime,707,16200.0,48,0.0813,396.48,False,,,,False,0.0
AL002272,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,650,20100.0,36,0.0802,630.05,False,,,,False,0.0
AL002273,2007-06-01,2007,6,2,2007-Q2,Used,Prime,690,10900.0,60,0.0777,219.81,False,,,,False,0.0
AL002274,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,583,13200.0,36,0.1382,449.99,False,,,,False,0.0
AL002275,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,585,10800.0,48,0.1333,291.51,False,,,,False,0.0
AL002276,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,622,16800.0,48,0.1221,444.14,False,,,,False,0.0
AL002277,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,793,17800.0,60,0.0568,341.48,False,,,,False,0.0
AL002278,2007-06-01,2007,6,2,2007-Q2,Used,Prime,717,20100.0,48,0.0822,492.78,False,,,,False,0.0
AL002279,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,606,16500.0,48,0.1263,439.63,False,,,,False,0.0
AL002280,2007-06-01,2007,6,2,2007-Q2,Used,Prime,681,10400.0,48,0.0789,253.36,False,,,,False,0.0
AL002281,2007-06-01,2007,6,2,2007-Q2,Used,Prime,680,9100.0,48,0.0771,220.92,False,,,,False,0.0
AL002282,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,778,15300.0,48,0.0505,352.69,False,,,,False,0.0
AL002283,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,833,14100.0,48,0.0512,325.48,False,,,,False,0.0
AL002284,2007-06-01,2007,6,2,2007-Q2,Used,Prime,682,7400.0,36,0.0802,231.96,False,,,,False,0.0
AL002285,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,842,12500.0,48,0.0608,294.02,False,,,,False,0.0
AL002286,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,606,15900.0,48,0.1334,429.25,False,,,,False,0.0
AL002287,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,795,13300.0,48,0.0574,310.77,False,,,,False,0.0
AL002288,2007-06-01,2007,6,2,2007-Q2,Used,Prime,714,21700.0,48,0.0813,531.09,False,,,,False,0.0
AL002289,2007-06-01,2007,6,2,2007-Q2,Used,Prime,719,12000.0,60,0.072,238.75,False,,,,False,0.0
AL002290,2007-06-01,2007,6,2,2007-Q2,Used,Prime,718,12300.0,48,0.0703,294.71,False,,,,False,0.0
AL002291,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,736,14100.0,48,0.0585,330.17,False,,,,False,0.0
AL002292,2007-06-01,2007,6,2,2007-Q2,Used,Prime,719,19000.0,48,0.0768,461.0,False,,,,False,0.0
AL002293,2007-06-01,2007,6,2,2007-Q2,Used,Prime,690,16900.0,48,0.0707,405.24,False,,,,False,0.0
AL002294,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,657,12100.0,48,0.0991,306.36,False,,,,False,0.0
AL002295,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,678,10200.0,48,0.095,256.26,False,,,,False,0.0
AL002296,2007-06-01,2007,6,2,2007-Q2,Used,Prime,683,17900.0,48,0.0725,430.72,False,,,,False,0.0
AL002297,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,822,18900.0,36,0.0582,573.43,False,,,,False,0.0
AL002298,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,674,12400.0,48,0.1008,314.97,False,,,,False,0.0
AL002299,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,603,18800.0,48,0.1362,510.16,False,,,,False,0.0
AL002300,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,833,15500.0,36,0.0548,467.9,False,,,,False,0.0
AL002301,2007-06-01,2007,6,2,2007-Q2,Used,Prime,719,10000.0,60,0.0788,202.19,False,,,,False,0.0
AL002302,2007-06-01,2007,6,2,2007-Q2,Used,Prime,680,16800.0,48,0.0877,416.24,False,,,,False,0.0
AL002303,2007-06-01,2007,6,2,2007-Q2,Used,Prime,696,12700.0,48,0.0761,307.72,False,,,,False,0.0
AL002304,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,668,12000.0,48,0.0981,303.26,False,,,,False,0.0
AL002305,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,608,8500.0,60,0.1375,196.68,False,,,,False,0.0
AL002306,2007-06-01,2007,6,2,2007-Q2,Used,Prime,681,17400.0,48,0.073,419.09,False,,,,False,0.0
AL002307,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,619,14700.0,48,0.1333,396.78,False,,,,False,0.0
AL002308,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,650,12400.0,48,0.0867,306.64,False,,,,False,0.0
AL002309,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,591,11100.0,48,0.1414,304.1,False,,,,False,0.0
AL002310,2007-06-01,2007,6,2,2007-Q2,Used,Prime,697,14400.0,48,0.067,342.83,False,,,,False,0.0
AL002311,2007-06-01,2007,6,2,2007-Q2,Used,Prime,708,11700.0,48,0.077,283.99,False,,,,False,0.0
AL002312,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,663,13700.0,36,0.1075,446.9,False,,,,False,0.0
AL002313,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,620,8100.0,48,0.1363,219.84,False,,,,False,0.0
AL002314,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,648,18100.0,48,0.0916,451.8,False,,,,False,0.0
AL002315,2007-06-01,2007,6,2,2007-Q2,Used,Prime,716,10300.0,48,0.0754,249.24,False,,,,False,0.0
AL002316,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,594,11800.0,36,0.1392,402.84,False,,,,False,0.0
AL002317,2007-06-01,2007,6,2,2007-Q2,Used,Prime,686,9500.0,60,0.0783,191.85,False,,,,False,0.0
AL002318,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,590,13000.0,48,0.1375,353.62,False,,,,False,0.0
AL002319,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,620,10400.0,48,0.1404,284.4,False,,,,False,0.0
AL002320,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,619,8900.0,48,0.1387,242.63,False,,,,False,0.0
AL002321,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,670,12700.0,48,0.0844,312.67,False,,,,False,0.0
AL002322,2007-06-01,2007,6,2,2007-Q2,Used,Prime,704,8200.0,48,0.075,198.27,False,,,,False,0.0
AL002323,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,582,20300.0,36,0.1344,688.3,False,,,,False,0.0
AL002324,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,669,17700.0,48,0.096,445.53,False,,,,False,0.0
AL002325,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,667,15800.0,36,0.0924,504.2,False,,,,False,0.0
AL002326,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,662,15700.0,60,0.0981,332.11,False,,,,False,0.0
AL002327,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,750,10100.0,36,0.0625,308.41,False,,,,False,0.0
AL002328,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,674,18000.0,36,0.0947,576.34,False,,,,False,0.0
AL002329,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,637,15100.0,48,0.1369,410.29,True,9.0,13118.05,5512.45,False,7605.6
AL002330,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,601,7300.0,48,0.1328,196.86,False,,,,False,0.0
AL002331,2007-06-01,2007,6,2,2007-Q2,Used,Prime,701,8800.0,36,0.0787,275.23,False,,,,False,0.0
AL002332,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,585,14400.0,48,0.1371,391.41,False,,,,False,0.0
AL002333,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,664,8200.0,60,0.0909,170.58,False,,,,False,0.0
AL002334,2007-06-01,2007,6,2,2007-Q2,Used,Prime,715,11800.0,48,0.0752,285.42,False,,,,False,0.0
AL002335,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,674,13700.0,48,0.0925,342.55,False,,,,False,0.0
AL002336,2007-06-01,2007,6,2,2007-Q2,Used,Prime,689,17700.0,60,0.074,353.83,False,,,,False,0.0
AL002337,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,662,9000.0,48,0.0965,226.75,False,,,,False,0.0
AL002338,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,801,12500.0,48,0.0447,284.87,False,,,,False,0.0
AL002339,2007-06-01,2007,6,2,2007-Q2,Used,Prime,691,18900.0,48,0.0773,459.01,False,,,,False,0.0
AL002340,2007-06-01,2007,6,2,2007-Q2,Used,Prime,713,16300.0,48,0.0714,391.38,False,,,,False,0.0
AL002341,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,843,15600.0,36,0.0651,478.2,False,,,,False,0.0
AL002342,2007-06-01,2007,6,2,2007-Q2,Used,Prime,682,17400.0,48,0.085,428.88,False,,,,False,0.0
AL002343,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,790,20800.0,48,0.0596,488.11,False,,,,False,0.0
AL002344,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,670,11800.0,48,0.0978,298.03,True,14.0,9043.54,3836.97,False,5206.57
AL002345,2007-06-01,2007,6,2,2007-Q2,Used,Prime,708,10600.0,48,0.0763,256.94,False,,,,False,0.0
AL002346,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,580,11500.0,48,0.1288,307.83,False,,,,False,0.0
AL002347,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,614,15100.0,60,0.1382,349.94,True,23.0,10720.75,5681.01,False,5039.74
AL002348,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,782,16100.0,48,0.047,368.59,False,,,,False,0.0
AL002349,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,664,11500.0,48,0.1016,292.55,False,,,,False,0.0
AL002350,2007-06-01,2007,6,2,2007-Q2,Used,Prime,688,9100.0,48,0.0858,224.64,False,,,,False,0.0
AL002351,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,764,12400.0,48,0.0524,286.91,False,,,,False,0.0
AL002352,2007-06-01,2007,6,2,2007-Q2,Used,Prime,711,14400.0,48,0.0858,355.48,False,,,,False,0.0
AL002353,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,597,14300.0,48,0.1303,383.85,False,,,,False,0.0
AL002354,2007-06-01,2007,6,2,2007-Q2,Used,Prime,703,19700.0,60,0.0776,397.19,False,,,,False,0.0
AL002355,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,641,12400.0,36,0.0963,397.96,False,,,,False,0.0
AL002356,2007-06-01,2007,6,2,2007-Q2,Used,Prime,713,13800.0,36,0.0813,433.27,False,,,,False,0.0
AL002357,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,671,11900.0,48,0.0945,298.68,False,,,,False,0.0
AL002358,2007-06-01,2007,6,2,2007-Q2,Used,Prime,683,7800.0,60,0.0756,156.52,False,,,,False,0.0
AL002359,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,743,18400.0,60,0.0678,362.44,False,,,,False,0.0
AL002360,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,847,13300.0,36,0.0603,404.79,False,,,,False,0.0
AL002361,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,580,14200.0,48,0.1342,383.92,False,,,,False,0.0
AL002362,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,623,13300.0,48,0.1367,361.24,False,,,,False,0.0
AL002363,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,600,14200.0,48,0.1508,395.77,False,,,,False,0.0
AL002364,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,584,13000.0,48,0.1356,352.38,False,,,,False,0.0
AL002365,2007-06-01,2007,6,2,2007-Q2,Used,Prime,683,15600.0,48,0.084,383.78,False,,,,False,0.0
AL002366,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,614,11500.0,36,0.1308,387.92,False,,,,False,0.0
AL002367,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,659,11900.0,48,0.0885,295.29,False,,,,False,0.0
AL002368,2007-06-01,2007,6,2,2007-Q2,Used,Prime,687,18200.0,60,0.0753,364.95,False,,,,False,0.0
AL002369,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,731,13500.0,60,0.0471,252.97,False,,,,False,0.0
AL002370,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,581,14600.0,36,0.1373,497.08,False,,,,False,0.0
AL002371,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,765,18400.0,48,0.0512,424.74,False,,,,False,0.0
AL002372,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,673,17800.0,48,0.1055,456.17,False,,,,False,0.0
AL002373,2007-06-01,2007,6,2,2007-Q2,Used,Prime,690,7200.0,48,0.0692,172.15,False,,,,False,0.0
AL002374,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,648,18800.0,48,0.1007,477.45,False,,,,False,0.0
AL002375,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,678,12900.0,36,0.0949,413.16,False,,,,False,0.0
AL002376,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,807,14100.0,48,0.0621,332.5,False,,,,False,0.0
AL002377,2007-06-01,2007,6,2,2007-Q2,Used,Prime,684,13700.0,36,0.0752,426.28,False,,,,False,0.0
AL002378,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,771,10700.0,60,0.0531,203.45,False,,,,False,0.0
AL002379,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,794,16900.0,48,0.0505,389.58,False,,,,False,0.0
AL002380,2007-06-01,2007,6,2,2007-Q2,Used,Subprime,639,9500.0,48,0.135,257.23,True,12.0,7749.91,3126.21,False,4623.7
AL002381,2007-06-01,2007,6,2,2007-Q2,Used,Super Prime,796,13800.0,36,0.0478,412.24,False,,,,False,0.0
AL002382,2007-06-01,2007,6,2,2007-Q2,Used,Prime,718,10400.0,48,0.0769,252.38,False,,,,False,0.0
AL002383,2007-06-01,2007,6,2,2007-Q2,Used,Near Prime,653,15100.0,48,0.0905,376.12,False,,,,False,0.0
